"EDA 21 .Understand the distribution of reservation statuses and calculate summary statistics for reservation
status dates.",,,,,,,
04-08-2015,Check-Out,,,,,,
06-08-2015,Check-Out,,,,,,
03-07-2015,Canceled,,,,,,
01-08-2015,Check-Out,,,,,,
25-03-2015,Canceled,,,,,,
01-08-2015,Check-Out,,,,,,
08-06-2015,Canceled,,,,,,
15-05-2015,Canceled,,,,,,
18-06-2015,Canceled,,,,,,
29-07-2015,Check-Out,,,,,,
29-07-2015,Check-Out,,,,,,
03-06-2015,Canceled,,,,,,
25-06-2015,Canceled,,,,,,
31-07-2015,Check-Out,,,,,,
03-06-2015,Canceled,,,,,,
25-06-2015,Canceled,,,,,,
02-08-2015,Check-Out,,,,,,
28-07-2015,Check-Out,,,,,,
02-08-2015,Check-Out,,,,,,
17-06-2015,Canceled,,,,,,
17-06-2015,Canceled,,,,,,
02-08-2015,Check-Out,,,,,,
27-07-2015,Check-Out,,,,,,
03-07-2015,Canceled,,,,,,
29-07-2015,Check-Out,,,,,,
03-07-2015,Canceled,,,,,,
15-06-2015,Canceled,,,,,,
15-06-2015,Canceled,,,,,,
30-07-2015,Check-Out,,,,,,
30-07-2015,Check-Out,,,,,,
30-07-2015,Check-Out,,,,,,
30-07-2015,Check-Out,,,,,,
17-06-2015,Canceled,,,,,,
31-07-2015,Check-Out,,,,,,
31-07-2015,Check-Out,,,,,,
31-07-2015,Check-Out,,,,,,
31-07-2015,Check-Out,,,,,,
31-07-2015,Check-Out,,,,,,
31-07-2015,Check-Out,,,,,,
31-07-2015,Check-Out,,,,,,
29-06-2015,Canceled,,,,,,
31-07-2015,Check-Out,,,,,,
09-05-2015,Canceled,,,,,,
31-07-2015,Check-Out,,,,,,
17-06-2015,Canceled,,,,,,
31-07-2015,Check-Out,,,,,,
01-08-2015,Check-Out,,,,,,
01-08-2015,Check-Out,,,,,,
25-06-2015,Canceled,,,,,,
01-08-2015,Check-Out,,,,,,
06-07-2015,Canceled,,,,,,
17-03-2015,Canceled,,,,,,
02-08-2015,Check-Out,,,,,,
02-08-2015,Check-Out,,,,,,
13-05-2015,Canceled,,,,,,
13-05-2015,Canceled,,,,,,
13-05-2015,Canceled,,,,,,
13-05-2015,Canceled,,,,,,
03-08-2015,Check-Out,,,,,,
03-08-2015,Check-Out,,,,,,
29-07-2015,Check-Out,,,,,,
29-07-2015,Check-Out,,,,,,
30-07-2015,Check-Out,,,,,,
07-07-2015,Canceled,,,,,,
27-07-2015,Canceled,,,,,,
01-08-2015,Check-Out,,,,,,
01-08-2015,Check-Out,,,,,,
01-08-2015,Check-Out,,,,,,
02-08-2015,Check-Out,,,,,,
16-07-2015,Canceled,,,,,,
02-08-2015,Check-Out,,,,,,
03-08-2015,Check-Out,,,,,,
22-05-2015,Canceled,,,,,,
07-08-2015,Check-Out,,,,,,
29-07-2015,Check-Out,,,,,,
04-04-2015,Canceled,,,,,,
02-08-2015,Check-Out,,,,,,
02-07-2015,Canceled,,,,,,
03-08-2015,Check-Out,,,,,,
27-07-2015,Canceled,,,,,,
22-06-2015,Canceled,,,,,,
03-08-2015,Check-Out,,,,,,
30-07-2015,Check-Out,,,,,,
27-07-2015,Canceled,,,,,,
03-08-2015,Check-Out,,,,,,
03-08-2015,Check-Out,,,,,,
23-05-2015,Canceled,,,,,,
10-07-2015,Canceled,,,,,,
05-08-2015,Check-Out,,,,,,
08-06-2015,Canceled,,,,,,
05-06-2015,Canceled,,,,,,
04-08-2015,Check-Out,,,,,,
15-04-2015,Canceled,,,,,,
17-06-2015,Canceled,,,,,,
16-07-2015,Canceled,,,,,,
31-07-2015,Check-Out,,,,,,
30-07-2015,Canceled,,,,,,
30-07-2015,Canceled,,,,,,
01-08-2015,Check-Out,,,,,,
02-08-2015,Check-Out,,,,,,
06-07-2015,Canceled,,,,,,
30-06-2015,Canceled,,,,,,
11-06-2015,Canceled,,,,,,
30-07-2015,Check-Out,,,,,,
03-08-2015,Check-Out,,,,,,
06-07-2015,Canceled,,,,,,
30-06-2015,Canceled,,,,,,
09-06-2015,Canceled,,,,,,
11-06-2015,Canceled,,,,,,
08-06-2015,Canceled,,,,,,
08-08-2015,Check-Out,,,,,,
08-08-2015,Check-Out,,,,,,
08-08-2015,Check-Out,,,,,,
24-06-2015,Canceled,,,,,,
31-07-2015,Check-Out,,,,,,
31-07-2015,Check-Out,,,,,,
01-08-2015,Check-Out,,,,,,
06-07-2015,Canceled,,,,,,
16-07-2015,Canceled,,,,,,
16-07-2015,Canceled,,,,,,
02-08-2015,Check-Out,,,,,,
31-07-2015,Canceled,,,,,,
02-08-2015,Check-Out,,,,,,
06-07-2015,Canceled,,,,,,
16-06-2015,Canceled,,,,,,
02-08-2015,Check-Out,,,,,,
21-07-2015,Canceled,,,,,,
13-07-2015,Canceled,,,,,,
02-08-2015,Check-Out,,,,,,
02-08-2015,Check-Out,,,,,,
15-07-2015,Canceled,,,,,,
14-07-2015,Canceled,,,,,,
11-07-2015,Canceled,,,,,,
15-07-2015,Canceled,,,,,,
15-07-2015,Canceled,,,,,,
14-07-2015,Canceled,,,,,,
04-08-2015,Check-Out,,,,,,
04-08-2015,Check-Out,,,,,,
09-07-2015,Canceled,,,,,,
05-08-2015,Check-Out,,,,,,
06-08-2015,Check-Out,,,,,,
10-08-2015,Check-Out,,,,,,
03-08-2015,Check-Out,,,,,,
12-05-2015,Canceled,,,,,,
12-05-2015,Canceled,,,,,,
04-05-2015,Canceled,,,,,,
29-07-2015,Canceled,,,,,,
16-07-2015,Canceled,,,,,,
29-07-2015,Canceled,,,,,,
29-07-2015,Canceled,,,,,,
16-07-2015,Canceled,,,,,,
02-08-2015,Check-Out,,,,,,
31-07-2015,Canceled,,,,,,
29-07-2015,Canceled,,,,,,
08-08-2015,Check-Out,,,,,,
06-06-2015,Canceled,,,,,,
15-07-2015,Canceled,,,,,,
11-06-2015,Canceled,,,,,,
22-05-2015,Canceled,,,,,,
19-05-2015,Canceled,,,,,,
19-05-2015,Canceled,,,,,,
06-06-2015,Canceled,,,,,,
08-08-2015,Check-Out,,,,,,
22-05-2015,Canceled,,,,,,
09-08-2015,Check-Out,,,,,,
16-06-2015,Canceled,,,,,,
21-07-2015,Canceled,,,,,,
22-07-2015,Canceled,,,,,,
07-07-2015,Canceled,,,,,,
15-08-2015,Check-Out,,,,,,
08-07-2015,Canceled,,,,,,
01-08-2015,Canceled,,,,,,
29-06-2015,Canceled,,,,,,
29-06-2015,Canceled,,,,,,
09-08-2015,Check-Out,,,,,,
08-08-2015,Check-Out,,,,,,
08-08-2015,Check-Out,,,,,,
09-08-2015,Check-Out,,,,,,
09-08-2015,Check-Out,,,,,,
11-08-2015,Check-Out,,,,,,
09-08-2015,Check-Out,,,,,,
23-04-2015,Canceled,,,,,,
03-08-2015,Check-Out,,,,,,
04-08-2015,Check-Out,,,,,,
17-06-2015,Canceled,,,,,,
18-07-2015,Canceled,,,,,,
13-07-2015,Canceled,,,,,,
24-07-2015,Canceled,,,,,,
10-08-2015,Check-Out,,,,,,
28-03-2015,Canceled,,,,,,
10-08-2015,Check-Out,,,,,,
06-07-2015,Canceled,,,,,,
23-07-2015,Canceled,,,,,,
04-08-2015,Check-Out,,,,,,
04-08-2015,Check-Out,,,,,,
05-08-2015,Check-Out,,,,,,
29-07-2015,Canceled,,,,,,
06-07-2015,Canceled,,,,,,
08-08-2015,Check-Out,,,,,,
08-08-2015,Check-Out,,,,,,
21-07-2015,Canceled,,,,,,
09-08-2015,Check-Out,,,,,,
25-07-2015,Canceled,,,,,,
11-08-2015,Check-Out,,,,,,
11-08-2015,Check-Out,,,,,,
11-08-2015,Check-Out,,,,,,
14-08-2015,Check-Out,,,,,,
05-08-2015,Check-Out,,,,,,
05-08-2015,Check-Out,,,,,,
05-08-2015,Canceled,,,,,,
06-08-2015,Check-Out,,,,,,
06-08-2015,Check-Out,,,,,,
04-07-2015,Canceled,,,,,,
15-06-2015,Canceled,,,,,,
09-08-2015,Check-Out,,,,,,
09-08-2015,Check-Out,,,,,,
23-07-2015,Canceled,,,,,,
22-07-2015,Canceled,,,,,,
09-08-2015,Check-Out,,,,,,
12-08-2015,Check-Out,,,,,,
22-04-2015,Canceled,,,,,,
05-06-2015,Canceled,,,,,,
07-08-2015,Check-Out,,,,,,
20-05-2015,Canceled,,,,,,
09-08-2015,Check-Out,,,,,,
09-08-2015,Check-Out,,,,,,
10-08-2015,Check-Out,,,,,,
11-08-2015,Check-Out,,,,,,
11-08-2015,Check-Out,,,,,,
21-07-2015,Canceled,,,,,,
12-08-2015,Check-Out,,,,,,
14-08-2015,Check-Out,,,,,,
14-08-2015,Check-Out,,,,,,
16-08-2015,Check-Out,,,,,,
07-08-2015,Check-Out,,,,,,
08-08-2015,Check-Out,,,,,,
22-06-2015,Canceled,,,,,,
09-08-2015,Check-Out,,,,,,
27-07-2015,Canceled,,,,,,
09-08-2015,Check-Out,,,,,,
09-08-2015,Check-Out,,,,,,
22-06-2015,Canceled,,,,,,
10-08-2015,Check-Out,,,,,,
04-08-2015,Canceled,,,,,,
11-08-2015,Check-Out,,,,,,
14-07-2015,Canceled,,,,,,
13-04-2015,Canceled,,,,,,
11-08-2015,Check-Out,,,,,,
12-08-2015,Check-Out,,,,,,
27-06-2015,Canceled,,,,,,
09-07-2015,Canceled,,,,,,
14-08-2015,Check-Out,,,,,,
14-05-2015,Canceled,,,,,,
14-05-2015,Canceled,,,,,,
14-08-2015,Check-Out,,,,,,
16-08-2015,Check-Out,,,,,,
09-08-2015,Check-Out,,,,,,
27-07-2015,Canceled,,,,,,
09-07-2015,Canceled,,,,,,
10-08-2015,Check-Out,,,,,,
10-08-2015,Check-Out,,,,,,
12-06-2015,Canceled,,,,,,
11-08-2015,Check-Out,,,,,,
11-08-2015,Check-Out,,,,,,
12-08-2015,Check-Out,,,,,,
12-08-2015,Check-Out,,,,,,
06-04-2015,Canceled,,,,,,
17-06-2015,Canceled,,,,,,
22-06-2015,Canceled,,,,,,
19-05-2015,Canceled,,,,,,
08-08-2015,No-Show,,,,,,
15-08-2015,Check-Out,,,,,,
27-07-2015,Canceled,,,,,,
15-08-2015,Check-Out,,,,,,
08-08-2015,Canceled,,,,,,
15-08-2015,Check-Out,,,,,,
22-06-2015,Canceled,,,,,,
16-05-2015,Canceled,,,,,,
08-08-2015,Canceled,,,,,,
15-08-2015,Check-Out,,,,,,
15-08-2015,Check-Out,,,,,,
14-05-2015,Canceled,,,,,,
20-07-2015,Canceled,,,,,,
21-08-2015,Check-Out,,,,,,
10-08-2015,Check-Out,,,,,,
10-08-2015,Check-Out,,,,,,
10-08-2015,Check-Out,,,,,,
01-08-2015,Canceled,,,,,,
30-07-2015,Canceled,,,,,,
12-08-2015,Check-Out,,,,,,
13-08-2015,Check-Out,,,,,,
13-08-2015,Check-Out,,,,,,
22-06-2015,Canceled,,,,,,
06-04-2015,Canceled,,,,,,
15-08-2015,Check-Out,,,,,,
27-05-2015,Canceled,,,,,,
17-07-2015,Canceled,,,,,,
17-07-2015,Canceled,,,,,,
15-08-2015,Check-Out,,,,,,
16-08-2015,Check-Out,,,,,,
16-08-2015,Check-Out,,,,,,
03-06-2015,Canceled,,,,,,
16-08-2015,Check-Out,,,,,,
08-06-2015,Canceled,,,,,,
16-08-2015,Check-Out,,,,,,
03-06-2015,Canceled,,,,,,
03-06-2015,Canceled,,,,,,
10-08-2015,Check-Out,,,,,,
13-08-2015,Check-Out,,,,,,
25-06-2015,Canceled,,,,,,
13-08-2015,Check-Out,,,,,,
04-06-2015,Canceled,,,,,,
13-08-2015,Check-Out,,,,,,
09-05-2015,Canceled,,,,,,
15-08-2015,Check-Out,,,,,,
19-06-2015,Canceled,,,,,,
16-08-2015,Check-Out,,,,,,
02-06-2015,Canceled,,,,,,
16-08-2015,Check-Out,,,,,,
16-08-2015,Check-Out,,,,,,
24-06-2015,Canceled,,,,,,
08-07-2015,Canceled,,,,,,
17-08-2015,Check-Out,,,,,,
26-06-2015,Canceled,,,,,,
30-07-2015,Canceled,,,,,,
14-07-2015,Canceled,,,,,,
22-06-2015,Canceled,,,,,,
22-06-2015,Canceled,,,,,,
21-08-2015,Check-Out,,,,,,
11-08-2015,Check-Out,,,,,,
11-08-2015,Check-Out,,,,,,
05-08-2015,Canceled,,,,,,
20-07-2015,Canceled,,,,,,
20-07-2015,Canceled,,,,,,
11-06-2015,Canceled,,,,,,
11-06-2015,Canceled,,,,,,
11-06-2015,Canceled,,,,,,
01-06-2015,Canceled,,,,,,
23-05-2015,Canceled,,,,,,
15-08-2015,Check-Out,,,,,,
17-07-2015,Canceled,,,,,,
25-06-2015,Canceled,,,,,,
20-04-2015,Canceled,,,,,,
16-08-2015,Check-Out,,,,,,
30-06-2015,Canceled,,,,,,
20-04-2015,Canceled,,,,,,
22-07-2015,Canceled,,,,,,
17-07-2015,Canceled,,,,,,
18-08-2015,Check-Out,,,,,,
04-06-2015,Canceled,,,,,,
30-06-2015,Canceled,,,,,,
06-05-2015,Canceled,,,,,,
18-08-2015,Check-Out,,,,,,
21-08-2015,Check-Out,,,,,,
21-08-2015,Check-Out,,,,,,
06-05-2015,Canceled,,,,,,
23-08-2015,Check-Out,,,,,,
23-05-2015,Canceled,,,,,,
23-05-2015,Canceled,,,,,,
12-08-2015,No-Show,,,,,,
12-08-2015,Canceled,,,,,,
13-08-2015,Check-Out,,,,,,
15-08-2015,Check-Out,,,,,,
12-08-2015,No-Show,,,,,,
03-08-2015,Canceled,,,,,,
03-08-2015,Canceled,,,,,,
19-06-2015,Canceled,,,,,,
11-08-2015,Canceled,,,,,,
15-06-2015,Canceled,,,,,,
22-08-2015,Check-Out,,,,,,
22-08-2015,Check-Out,,,,,,
17-08-2015,Check-Out,,,,,,
17-06-2015,Canceled,,,,,,
14-08-2015,Check-Out,,,,,,
14-08-2015,Check-Out,,,,,,
14-08-2015,Check-Out,,,,,,
13-08-2015,Canceled,,,,,,
22-06-2015,Canceled,,,,,,
02-06-2015,Canceled,,,,,,
16-08-2015,Check-Out,,,,,,
12-08-2015,Canceled,,,,,,
16-08-2015,Check-Out,,,,,,
12-08-2015,Canceled,,,,,,
17-08-2015,Check-Out,,,,,,
17-08-2015,Check-Out,,,,,,
11-08-2015,Canceled,,,,,,
29-07-2015,Canceled,,,,,,
18-08-2015,Check-Out,,,,,,
18-08-2015,Check-Out,,,,,,
18-08-2015,Check-Out,,,,,,
18-08-2015,Check-Out,,,,,,
29-07-2015,Canceled,,,,,,
11-08-2015,Canceled,,,,,,
14-08-2015,Check-Out,,,,,,
15-08-2015,Check-Out,,,,,,
15-08-2015,Check-Out,,,,,,
15-08-2015,Check-Out,,,,,,
15-08-2015,Check-Out,,,,,,
15-08-2015,Check-Out,,,,,,
16-08-2015,Check-Out,,,,,,
16-08-2015,Check-Out,,,,,,
04-08-2015,Canceled,,,,,,
26-06-2015,Canceled,,,,,,
16-08-2015,Check-Out,,,,,,
17-08-2015,Check-Out,,,,,,
29-05-2015,Canceled,,,,,,
31-07-2015,Canceled,,,,,,
18-08-2015,Check-Out,,,,,,
25-05-2015,Canceled,,,,,,
19-08-2015,Check-Out,,,,,,
19-08-2015,Check-Out,,,,,,
15-06-2015,Canceled,,,,,,
21-08-2015,Check-Out,,,,,,
05-08-2015,Canceled,,,,,,
21-08-2015,Check-Out,,,,,,
21-08-2015,Check-Out,,,,,,
05-08-2015,Canceled,,,,,,
17-08-2015,Check-Out,,,,,,
19-08-2015,Check-Out,,,,,,
19-08-2015,Check-Out,,,,,,
19-08-2015,Check-Out,,,,,,
19-08-2015,Check-Out,,,,,,
06-08-2015,Canceled,,,,,,
08-06-2015,Canceled,,,,,,
05-08-2015,Canceled,,,,,,
20-08-2015,Check-Out,,,,,,
05-08-2015,Canceled,,,,,,
20-08-2015,Check-Out,,,,,,
05-08-2015,Canceled,,,,,,
21-08-2015,Check-Out,,,,,,
04-06-2015,Canceled,,,,,,
21-08-2015,Check-Out,,,,,,
21-08-2015,Check-Out,,,,,,
22-08-2015,Check-Out,,,,,,
21-07-2015,Canceled,,,,,,
08-07-2015,Canceled,,,,,,
22-08-2015,Check-Out,,,,,,
21-07-2015,Canceled,,,,,,
11-06-2015,Canceled,,,,,,
22-08-2015,Check-Out,,,,,,
04-08-2015,Canceled,,,,,,
22-08-2015,Check-Out,,,,,,
25-07-2015,Canceled,,,,,,
06-07-2015,Canceled,,,,,,
22-08-2015,Check-Out,,,,,,
11-06-2015,Canceled,,,,,,
25-06-2015,Canceled,,,,,,
03-07-2015,Canceled,,,,,,
29-08-2015,Check-Out,,,,,,
06-07-2015,Canceled,,,,,,
17-08-2015,Check-Out,,,,,,
17-08-2015,Check-Out,,,,,,
13-08-2015,Canceled,,,,,,
17-08-2015,Check-Out,,,,,,
17-08-2015,Check-Out,,,,,,
10-08-2015,Canceled,,,,,,
17-08-2015,Check-Out,,,,,,
17-08-2015,Check-Out,,,,,,
17-08-2015,Check-Out,,,,,,
17-08-2015,Check-Out,,,,,,
10-08-2015,Canceled,,,,,,
10-08-2015,Canceled,,,,,,
11-08-2015,Canceled,,,,,,
31-03-2015,Canceled,,,,,,
27-07-2015,Canceled,,,,,,
06-08-2015,Canceled,,,,,,
12-08-2015,Canceled,,,,,,
12-08-2015,Canceled,,,,,,
15-06-2015,Canceled,,,,,,
18-07-2015,Canceled,,,,,,
15-06-2015,Canceled,,,,,,
30-05-2015,Canceled,,,,,,
15-06-2015,Canceled,,,,,,
25-08-2015,Check-Out,,,,,,
29-05-2015,Canceled,,,,,,
20-07-2015,Canceled,,,,,,
19-06-2015,Canceled,,,,,,
01-05-2015,Canceled,,,,,,
22-08-2015,Check-Out,,,,,,
29-07-2015,Canceled,,,,,,
14-04-2015,Canceled,,,,,,
13-05-2015,Canceled,,,,,,
23-08-2015,Check-Out,,,,,,
24-08-2015,Check-Out,,,,,,
24-08-2015,Check-Out,,,,,,
19-06-2015,Canceled,,,,,,
24-03-2015,Canceled,,,,,,
22-05-2015,Canceled,,,,,,
24-08-2015,Check-Out,,,,,,
24-08-2015,Check-Out,,,,,,
27-07-2015,Canceled,,,,,,
12-05-2015,Canceled,,,,,,
24-08-2015,Check-Out,,,,,,
12-05-2015,Canceled,,,,,,
03-08-2015,Canceled,,,,,,
01-07-2015,Canceled,,,,,,
07-08-2015,Canceled,,,,,,
31-07-2015,Canceled,,,,,,
18-08-2015,Canceled,,,,,,
19-08-2015,Check-Out,,,,,,
21-08-2015,Check-Out,,,,,,
31-07-2015,Canceled,,,,,,
01-08-2015,Canceled,,,,,,
05-08-2015,Canceled,,,,,,
24-08-2015,Check-Out,,,,,,
24-08-2015,Check-Out,,,,,,
24-08-2015,Check-Out,,,,,,
24-08-2015,Check-Out,,,,,,
24-08-2015,Check-Out,,,,,,
21-05-2015,Canceled,,,,,,
25-08-2015,Check-Out,,,,,,
25-08-2015,Check-Out,,,,,,
25-08-2015,Check-Out,,,,,,
28-08-2015,Check-Out,,,,,,
28-08-2015,Check-Out,,,,,,
19-08-2015,Check-Out,,,,,,
20-08-2015,Check-Out,,,,,,
23-08-2015,Check-Out,,,,,,
22-07-2015,Canceled,,,,,,
23-08-2015,Check-Out,,,,,,
24-08-2015,Check-Out,,,,,,
24-08-2015,Check-Out,,,,,,
03-08-2015,Canceled,,,,,,
04-08-2015,Canceled,,,,,,
01-08-2015,Canceled,,,,,,
31-07-2015,Canceled,,,,,,
04-08-2015,Canceled,,,,,,
28-08-2015,Check-Out,,,,,,
28-08-2015,Check-Out,,,,,,
18-06-2015,Canceled,,,,,,
20-08-2015,Check-Out,,,,,,
10-08-2015,Canceled,,,,,,
20-08-2015,Check-Out,,,,,,
21-08-2015,Check-Out,,,,,,
23-08-2015,Check-Out,,,,,,
26-08-2015,Check-Out,,,,,,
30-06-2015,Canceled,,,,,,
15-07-2015,Canceled,,,,,,
08-07-2015,Canceled,,,,,,
29-08-2015,Check-Out,,,,,,
25-08-2015,Check-Out,,,,,,
23-08-2015,Check-Out,,,,,,
23-08-2015,Check-Out,,,,,,
23-08-2015,Check-Out,,,,,,
23-08-2015,Check-Out,,,,,,
06-08-2015,Canceled,,,,,,
22-06-2015,Canceled,,,,,,
17-07-2015,Canceled,,,,,,
25-08-2015,Check-Out,,,,,,
26-08-2015,Check-Out,,,,,,
26-08-2015,Check-Out,,,,,,
26-08-2015,Check-Out,,,,,,
26-08-2015,Check-Out,,,,,,
27-08-2015,Check-Out,,,,,,
27-08-2015,Check-Out,,,,,,
10-08-2015,Canceled,,,,,,
27-08-2015,Check-Out,,,,,,
27-08-2015,Check-Out,,,,,,
28-08-2015,Check-Out,,,,,,
27-07-2015,Canceled,,,,,,
28-08-2015,Check-Out,,,,,,
28-08-2015,Check-Out,,,,,,
28-08-2015,Check-Out,,,,,,
20-07-2015,Canceled,,,,,,
30-08-2015,Check-Out,,,,,,
31-08-2015,Check-Out,,,,,,
23-08-2015,Check-Out,,,,,,
19-08-2015,Canceled,,,,,,
29-05-2015,Canceled,,,,,,
28-08-2015,Check-Out,,,,,,
24-03-2015,Canceled,,,,,,
29-08-2015,Check-Out,,,,,,
29-08-2015,Check-Out,,,,,,
12-06-2015,Canceled,,,,,,
29-08-2015,Check-Out,,,,,,
29-08-2015,Check-Out,,,,,,
29-08-2015,Check-Out,,,,,,
09-07-2015,Canceled,,,,,,
29-08-2015,Check-Out,,,,,,
29-08-2015,Check-Out,,,,,,
29-08-2015,Check-Out,,,,,,
10-08-2015,Canceled,,,,,,
29-08-2015,Check-Out,,,,,,
02-06-2015,Canceled,,,,,,
29-08-2015,Check-Out,,,,,,
30-08-2015,Check-Out,,,,,,
27-06-2015,Canceled,,,,,,
12-06-2015,Canceled,,,,,,
26-08-2015,Check-Out,,,,,,
23-07-2015,Canceled,,,,,,
27-08-2015,Check-Out,,,,,,
27-08-2015,Check-Out,,,,,,
13-08-2015,Canceled,,,,,,
28-08-2015,Check-Out,,,,,,
28-08-2015,Check-Out,,,,,,
26-08-2015,Check-Out,,,,,,
27-08-2015,Check-Out,,,,,,
01-08-2015,Canceled,,,,,,
23-08-2015,Canceled,,,,,,
11-08-2015,Canceled,,,,,,
02-07-2015,Canceled,,,,,,
28-08-2015,Check-Out,,,,,,
31-07-2015,Canceled,,,,,,
28-08-2015,Check-Out,,,,,,
28-08-2015,Check-Out,,,,,,
23-07-2015,Canceled,,,,,,
14-07-2015,Canceled,,,,,,
30-08-2015,Check-Out,,,,,,
30-08-2015,Check-Out,,,,,,
27-07-2015,Canceled,,,,,,
30-08-2015,Check-Out,,,,,,
13-08-2015,Canceled,,,,,,
21-07-2015,Canceled,,,,,,
27-07-2015,Canceled,,,,,,
21-07-2015,Canceled,,,,,,
13-08-2015,Canceled,,,,,,
18-08-2015,Canceled,,,,,,
06-09-2015,Check-Out,,,,,,
25-08-2015,Check-Out,,,,,,
25-08-2015,Check-Out,,,,,,
25-08-2015,Check-Out,,,,,,
25-08-2015,Check-Out,,,,,,
21-07-2015,Canceled,,,,,,
26-08-2015,Check-Out,,,,,,
11-08-2015,Canceled,,,,,,
26-08-2015,Check-Out,,,,,,
13-08-2015,Canceled,,,,,,
22-08-2015,Canceled,,,,,,
03-08-2015,Canceled,,,,,,
28-08-2015,Check-Out,,,,,,
03-06-2015,Canceled,,,,,,
29-08-2015,Check-Out,,,,,,
29-08-2015,Check-Out,,,,,,
29-07-2015,Canceled,,,,,,
29-08-2015,Check-Out,,,,,,
30-06-2015,Canceled,,,,,,
01-06-2015,Canceled,,,,,,
01-06-2015,Canceled,,,,,,
03-09-2015,Check-Out,,,,,,
16-06-2015,Canceled,,,,,,
29-07-2015,Canceled,,,,,,
28-08-2015,Check-Out,,,,,,
04-08-2015,Canceled,,,,,,
17-07-2015,Canceled,,,,,,
10-08-2015,Canceled,,,,,,
10-08-2015,Canceled,,,,,,
12-06-2015,Canceled,,,,,,
01-05-2015,Canceled,,,,,,
15-07-2015,Canceled,,,,,,
20-07-2015,Canceled,,,,,,
08-06-2015,Canceled,,,,,,
04-09-2015,Check-Out,,,,,,
15-06-2015,Canceled,,,,,,
15-06-2015,Canceled,,,,,,
26-08-2015,Check-Out,,,,,,
27-08-2015,Check-Out,,,,,,
27-08-2015,Check-Out,,,,,,
25-08-2015,Canceled,,,,,,
27-08-2015,Check-Out,,,,,,
30-08-2015,Check-Out,,,,,,
10-08-2015,Canceled,,,,,,
10-08-2015,Canceled,,,,,,
15-07-2015,Canceled,,,,,,
10-07-2015,Canceled,,,,,,
18-05-2015,Canceled,,,,,,
06-09-2015,Check-Out,,,,,,
11-08-2015,Canceled,,,,,,
28-08-2015,Check-Out,,,,,,
29-08-2015,Check-Out,,,,,,
30-08-2015,Check-Out,,,,,,
06-07-2015,Canceled,,,,,,
02-07-2015,Canceled,,,,,,
17-07-2015,Canceled,,,,,,
17-08-2015,Canceled,,,,,,
31-08-2015,Check-Out,,,,,,
02-07-2015,Canceled,,,,,,
03-08-2015,Canceled,,,,,,
03-07-2015,Canceled,,,,,,
02-09-2015,Check-Out,,,,,,
02-09-2015,Check-Out,,,,,,
13-05-2015,Canceled,,,,,,
03-09-2015,Check-Out,,,,,,
13-05-2015,Canceled,,,,,,
14-08-2015,Canceled,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
14-08-2015,Canceled,,,,,,
29-08-2015,Check-Out,,,,,,
13-08-2015,Canceled,,,,,,
13-08-2015,Canceled,,,,,,
13-08-2015,Canceled,,,,,,
30-08-2015,Check-Out,,,,,,
27-07-2015,Canceled,,,,,,
30-08-2015,Check-Out,,,,,,
30-08-2015,Check-Out,,,,,,
01-07-2015,Canceled,,,,,,
30-08-2015,Check-Out,,,,,,
30-08-2015,Check-Out,,,,,,
30-08-2015,Check-Out,,,,,,
31-08-2015,Check-Out,,,,,,
24-07-2015,Canceled,,,,,,
31-08-2015,Check-Out,,,,,,
24-08-2015,Canceled,,,,,,
31-08-2015,Check-Out,,,,,,
31-08-2015,Check-Out,,,,,,
31-08-2015,Check-Out,,,,,,
31-08-2015,Check-Out,,,,,,
31-08-2015,Check-Out,,,,,,
29-08-2015,Check-Out,,,,,,
30-08-2015,Check-Out,,,,,,
06-07-2015,Canceled,,,,,,
01-09-2015,Check-Out,,,,,,
01-09-2015,Check-Out,,,,,,
02-09-2015,Check-Out,,,,,,
28-08-2015,Canceled,,,,,,
10-08-2015,Canceled,,,,,,
13-08-2015,Canceled,,,,,,
03-09-2015,Check-Out,,,,,,
31-07-2015,Canceled,,,,,,
03-09-2015,Check-Out,,,,,,
04-09-2015,Check-Out,,,,,,
04-09-2015,Check-Out,,,,,,
04-09-2015,Check-Out,,,,,,
02-09-2015,Check-Out,,,,,,
01-08-2015,Canceled,,,,,,
04-09-2015,Check-Out,,,,,,
03-07-2015,Canceled,,,,,,
02-09-2015,Check-Out,,,,,,
06-07-2015,Canceled,,,,,,
31-08-2015,Check-Out,,,,,,
31-08-2015,Check-Out,,,,,,
01-09-2015,Check-Out,,,,,,
01-09-2015,Check-Out,,,,,,
30-08-2015,Check-Out,,,,,,
02-09-2015,Check-Out,,,,,,
02-09-2015,Check-Out,,,,,,
06-08-2015,Canceled,,,,,,
06-08-2015,Canceled,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
04-09-2015,Check-Out,,,,,,
03-08-2015,Canceled,,,,,,
31-07-2015,Canceled,,,,,,
27-05-2015,Canceled,,,,,,
05-09-2015,Check-Out,,,,,,
31-08-2015,Check-Out,,,,,,
01-09-2015,Check-Out,,,,,,
01-09-2015,Check-Out,,,,,,
24-08-2015,Canceled,,,,,,
02-09-2015,Check-Out,,,,,,
02-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
